"","x"
"91527",3.23351170235757e-25
"91528",6.60999974058766e-217
"91529",0
"91530",7.87133940933015e-115
"91531",4.77149449626946e-50
"91532",0
"91533",0
"91534",0
"91535",2.90937260127114e-219
"91536",1.32907807213711e-17
"91537",5.90850810554945e-29
"91538",2.11074173070181e-253
"91539",1
"91540",1
"91541",1
"91542",0
"91543",0
"91544",0
"91545",0
"91546",0
"91547",0
"91548",0
"91549",0
"91550",0
"91551",0
"91552",0
"91553",0
"91554",0
"91555",0
"91556",0
"91557",0
"91558",0
"91559",0
"91560",0
"91561",0
"91562",0
"91563",0
"91564",1.61287927711133e-317
"91565",4.4530465155037e-183
"91566",3.70039019123803e-34
"91567",1.71032916819387e-09
"91568",2.7155318482539e-294
"91569",5.77527508995396e-161
"91570",1.51813651598392e-53
"91571",2.41488854655853e-06
"91572",0
"91573",0
"91574",0
"91575",3.40635081945367e-133
"91576",2.40112854284873e-70
"91577",1
"91578",0.00032198322079393
"91579",0
"91580",0
"91581",0
"91582",0
"91583",0
"91584",0
"91585",0
"91586",0
"91587",0
"91588",0
"91589",0
"91590",6.12818109462198e-285
"91591",4.56851535118579e-224
"91592",0
"91593",0
"91594",0
"91595",0
"91596",0
"91597",0
"91598",0
"91599",0
"91600",0
"91601",0
"91602",0
"91603",6.12818109462198e-285
"91604",4.56851535118579e-224
"91605",0
"91606",0
"91607",0
"91608",0
"91609",0
"91610",0
"91611",0
"91612",0
"91613",0
"91614",0
"91615",0
"91616",4.07029796390065e-10
"91617",5.47650408514927e-17
"91618",0
"91619",0
"91620",0
"91621",0
"91622",0
"91623",0
"91624",0
"91625",0
"91626",0
"91627",5.51043261871769e-07
"91628",1.69833616068077e-16
"91629",1.90487800491003e-25
"91630",1.12085982665333e-10
"91631",0
"91632",0
"91633",0
"91634",0
"91635",0
"91636",0
"91637",0
"91638",0
"91639",0
"91640",2.35455560328463e-92
"91641",4.44344535863536e-96
"91642",2.71278668054612e-12
"91643",0.455991375520411
"91644",0
"91645",0
"91646",0
"91647",0
"91648",0
"91649",0
"91650",0
"91651",0
"91652",0
"91653",0
"91654",0
"91655",0
"91656",0
"91657",0
"91658",0
"91659",0
"91660",0
"91661",0
"91662",0
"91663",0
"91664",0
"91665",0
"91666",0
"91667",0
"91668",0
"91669",1.48209494614275e-13
"91670",3.72961007930846e-19
"91671",2.04796685922182e-36
"91672",0
"91673",3.43604030864089e-176
"91674",6.63739878380789e-190
"91675",8.10840421846484e-224
"91676",7.62483455430311e-136
"91677",1
"91678",1
"91679",3.62706951757224e-07
"91680",1
"91681",0
"91682",0
"91683",0
"91684",0
"91685",0
"91686",0
"91687",0
"91688",3.14277617789392e-218
"91689",0
"91690",0
"91691",0
"91692",0
"91693",0
"91694",0
"91695",0
"91696",0
"91697",0
"91698",0
"91699",0
"91700",0
"91701",0
"91702",1.7280265489753e-255
"91703",0
"91704",0
"91705",0
"91706",0
"91707",0
"91708",0
"91709",0
"91710",0
"91711",0
"91712",0
"91713",0
"91714",0
"91715",0
"91716",5.15863584617594e-267
"91717",0
"91718",0
"91719",0
"91720",0
"91721",0
"91722",0
"91723",0
"91724",0
"91725",0
"91726",0
"91727",0
"91728",0
"91729",0
"91730",0
"91731",0
"91732",0
"91733",0
"91734",0
"91735",0
"91736",0
"91737",0
"91738",0
"91739",0
"91740",0
"91741",0
"91742",0
"91743",0
"91744",0
"91745",0
"91746",0
"91747",0
"91748",0
"91749",6.31459370110001e-78
"91750",7.75885754719972e-167
"91751",0
"91752",0
"91753",0
"91754",0
"91755",1.06178556076355e-225
"91756",2.04601291091181e-282
"91757",2.36286287548238e-157
"91758",7.84122516820782e-238
"91759",7.70066371422508e-126
"91760",0
"91761",0
"91762",0
"91763",0
"91764",0
"91765",0
"91766",0
"91767",7.18675203384139e-113
"91768",0
"91769",0
"91770",0
"91771",0
"91772",0
"91773",0
"91774",0
"91775",0
"91776",0
"91777",0
"91778",0
"91779",0
"91780",0
"91781",1.89016764453033e-157
"91782",0
"91783",0
"91784",0
"91785",0
"91786",0
"91787",0
"91788",0
"91789",0
"91790",0
"91791",0
"91792",0
"91793",0
"91794",0
"91795",9.23291338886566e-149
"91796",0
"91797",0
"91798",0
"91799",0
"91800",0
"91801",0
"91802",0
"91803",0
"91804",0
"91805",0
"91806",0
"91807",1
"91808",1
"91809",1
"91810",0
"91811",0
"91812",0
"91813",0
"91814",0
"91815",0
"91816",0
"91817",0
"91818",0
"91819",0
"91820",0
"91821",0
"91822",0
"91823",0
"91824",0
"91825",0
"91826",0
"91827",0
"91828",0
"91829",0
"91830",0
"91831",0
"91832",0
"91833",0
"91834",3.25717736889627e-205
"91835",9.55102407001096e-111
"91836",0
"91837",0
"91838",5.0197849849302e-41
"91839",1
"91840",0
"91841",0
"91842",5.53128736651916e-96
"91843",4.99523459333753e-23
"91844",2.14701972523667e-200
"91845",1
"91846",3.52326961071663e-16
"91847",1.7461183300556e-238
"91848",0
"91849",1.14840058197729e-269
"91850",1.10682093955344e-39
"91851",5.99899971785837e-49
"91852",1.0145482055266e-62
"91853",6.19141659115736e-39
"91854",8.83191791005934e-48
"91855",7.53835273134742e-61
"91856",4.18242060065835e-284
"91857",0
"91858",1.4646090671367e-221
"91859",2.29223142116302e-194
"91860",0
"91861",3.29957496766602e-312
"91862",1.67927299119408e-34
"91863",3.36791970774594e-229
"91864",3.40333409954379e-149
"91865",2.20566756933036e-181
"91866",2.74795764112655e-36
"91867",1.80228926371685e-43
"91868",9.69628727243303e-55
"91869",3.7341878412315e-230
"91870",7.70720579592924e-33
"91871",1
"91872",1.17607577174229e-47
"91873",1.28791103141408e-120
"91874",5.33330600369194e-226
"91875",0
"91876",1.43960058363416e-22
"91877",0.0569463789960918
"91878",1
"91879",4.45927784597068e-17
"91880",0.0571833785149566
"91881",1
"91882",1
"91883",4.350370096894e-11
"91884",6.19054464829904e-18
"91885",1.24440555444487e-15
"91886",1
"91887",1
"91888",1
"91889",1
"91890",0
"91891",0
"91892",0
"91893",0
"91894",0
"91895",0
"91896",0
"91897",0
"91898",0
"91899",0
"91900",0
"91901",0
"91902",0
"91903",0
"91904",0
"91905",0
"91906",0
"91907",0
"91908",0
"91909",0
"91910",0
"91911",0
"91912",0
"91913",1
"91914",9.19148158422332e-291
"91915",2.72652994130815e-212
"91916",0
"91917",7.39591418557356e-82
"91918",8.21842366382906e-43
"91919",1.91633665355597e-26
"91920",0
"91921",8.3521844539023e-56
"91922",4.59894411395714e-80
"91923",7.00092138910699e-73
"91924",2.40347850013665e-91
"91925",1.12987472623256e-62
"91926",1.33084837186309e-72
"91927",1
"91928",1
"91929",0.00193206192397428
"91930",0
"91931",0
"91932",0
"91933",0
"91934",0
"91935",0
"91936",0
"91937",0
"91938",0
"91939",0
"91940",0
"91941",0
"91942",0
"91943",0
"91944",0
"91945",0
"91946",0
"91947",0
"91948",0
"91949",0
"91950",0
"91951",0
"91952",0
"91953",0
"91954",8.4852187423082e-83
"91955",5.58168400099144e-48
"91956",5.48882263191758e-164
"91957",1.69958582169389e-318
"91958",6.34154086923212e-116
"91959",4.87766604734207e-71
"91960",0
"91961",0
"91962",0
"91963",1.08827123436226e-157
"91964",1
"91965",7.78182177351526e-37
"91966",5.46346596863757e-207
"91967",1
"91968",1
"91969",1
"91970",0
"91971",0
"91972",0
"91973",0
"91974",0
"91975",0
"91976",0
"91977",0
"91978",0
"91979",0
"91980",0
"91981",0
"91982",0
"91983",0
"91984",0
"91985",0
"91986",0
"91987",0
"91988",0
"91989",0
"91990",0
"91991",0
"91992",0
"91993",7.65263737292838e-263
"91994",6.81226142673684e-42
"91995",0.000689985023790502
"91996",1.35941494375874e-263
"91997",3.81032337483731e-176
"91998",7.26308470090163e-47
"91999",0.000597838762446361
"92000",0
"92001",0
"92002",7.95059897269781e-244
"92003",3.32429150688828e-66
"92004",3.05150170757086e-30
"92005",0.00043635085942905
"92006",1
"92007",0
"92008",0
"92009",0
"92010",0
"92011",0
"92012",0
"92013",0
"92014",0
"92015",0
"92016",0
"92017",0
"92018",1.02415722090229e-226
"92019",6.91654914190547e-200
"92020",0
"92021",0
"92022",0
"92023",0
"92024",0
"92025",0
"92026",0
"92027",0
"92028",0
"92029",0
"92030",0
"92031",1.02415722090229e-226
"92032",6.91654914190547e-200
"92033",0
"92034",0
"92035",0
"92036",0
"92037",0
"92038",0
"92039",0
"92040",0
"92041",0
"92042",0
"92043",0
"92044",1.07683406063557e-08
"92045",2.10216201888372e-30
"92046",0
"92047",0
"92048",0
"92049",0
"92050",0
"92051",0
"92052",0
"92053",0
"92054",0
"92055",1
"92056",0.000344109466991665
"92057",1.85983959294027e-10
"92058",0.00133269115629421
"92059",0
"92060",0
"92061",0
"92062",0
"92063",0
"92064",0
"92065",0
"92066",0
"92067",0
"92068",6.59858446408554e-113
"92069",6.85537403512647e-95
"92070",2.63226002704938e-13
"92071",7.31742170917108e-09
"92072",0
"92073",0
"92074",0
"92075",0
"92076",0
"92077",0
"92078",0
"92079",0
"92080",0
"92081",0
"92082",0
"92083",0
"92084",0
"92085",0
"92086",0
"92087",0
"92088",0
"92089",0
"92090",0
"92091",0
"92092",0
"92093",0
"92094",0
"92095",0
"92096",0
"92097",0.0541291661333615
"92098",1.16022763093876e-71
"92099",5.11550972799294e-79
"92100",0
"92101",4.22569791852282e-93
"92102",7.95576352954582e-90
"92103",1.18653816121331e-168
"92104",4.30209709679341e-90
"92105",1.27423175312677e-31
"92106",3.30895192599541e-52
"92107",1
"92108",4.69197098289052e-05
"92109",0
"92110",0
"92111",0
"92112",0
"92113",0
"92114",0
"92115",0
"92116",0
"92117",0
"92118",0
"92119",0
"92120",0
"92121",0
"92122",0
"92123",0
"92124",0
"92125",0
"92126",0
"92127",0
"92128",0
"92129",0
"92130",9.45756802532903e-261
"92131",0
"92132",0
"92133",0
"92134",0
"92135",0
"92136",0
"92137",0
"92138",0
"92139",0
"92140",0
"92141",0
"92142",0
"92143",0
"92144",1.31099460477701e-183
"92145",0
"92146",0
"92147",0
"92148",0
"92149",0
"92150",0
"92151",0
"92152",0
"92153",0
"92154",0
"92155",0
"92156",0
"92157",0
"92158",0
"92159",0
"92160",0
"92161",0
"92162",0
"92163",0
"92164",0
"92165",0
"92166",0
"92167",0
"92168",0
"92169",0
"92170",0
"92171",0
"92172",0
"92173",0
"92174",0
"92175",0
"92176",0
"92177",1.60292309604675e-86
"92178",3.67156973432586e-116
"92179",0
"92180",0
"92181",0
"92182",0
"92183",2.65940280107972e-294
"92184",0
"92185",6.82549184561638e-173
"92186",8.13816426912661e-248
"92187",1.68407525180838e-117
"92188",0
"92189",0
"92190",0
"92191",0
"92192",0
"92193",0
"92194",0
"92195",1.10760653512006e-168
"92196",0
"92197",0
"92198",0
"92199",0
"92200",0
"92201",0
"92202",0
"92203",0
"92204",0
"92205",0
"92206",0
"92207",0
"92208",0
"92209",1.01271141105993e-195
"92210",0
"92211",0
"92212",0
"92213",0
"92214",0
"92215",0
"92216",0
"92217",0
"92218",0
"92219",0
"92220",0
"92221",0
"92222",0
"92223",4.02998127805778e-159
"92224",0
"92225",0
"92226",0
"92227",0
"92228",0
"92229",0
"92230",0
"92231",0
"92232",0
"92233",0
"92234",0
"92235",0
"92236",1
"92237",1
"92238",1
"92239",0
"92240",0
"92241",0
"92242",0
"92243",0
"92244",0
"92245",0
"92246",0
"92247",0
"92248",0
"92249",0
"92250",0
"92251",0
"92252",0
"92253",0
"92254",0
"92255",0
"92256",0
"92257",0
"92258",0
"92259",0
"92260",0
"92261",0
"92262",0
"92263",6.29538473831527e-146
"92264",7.22220052130133e-60
"92265",0
"92266",0
"92267",7.80225403964346e-30
"92268",1
"92269",0
"92270",0
"92271",3.13554492394478e-87
"92272",1.74869715940275e-23
"92273",1.45606657232417e-183
"92274",1.68828788296156e-14
"92275",2.13793533594456e-23
"92276",3.00871060983231e-207
"92277",0
"92278",0
"92279",2.89865006519489e-25
"92280",4.33882608689597e-32
"92281",2.28720444879862e-51
"92282",4.41498053018454e-25
"92283",1.77201954565248e-31
"92284",5.01302837460916e-50
"92285",1.85682452509176e-242
"92286",0
"92287",3.8726856239846e-297
"92288",5.4710988328707e-173
"92289",0
"92290",0
"92291",1.48571854539204e-06
"92292",1.476726228144e-187
"92293",1.66123813652211e-142
"92294",1.43153423532139e-129
"92295",3.32141394200921e-24
"92296",4.17522806696874e-29
"92297",1.38071972848776e-45
"92298",3.07597004501089e-240
"92299",1.09829909642364e-38
"92300",1
"92301",4.9357513703101e-21
"92302",6.7041385647458e-73
"92303",4.68317905212864e-154
"92304",2.61211712267494e-257
"92305",2.05526249643916e-35
"92306",2.88684140845878e-10
"92307",1
"92308",0.00537064547278451
"92309",2.20913049216291e-07
"92310",1
"92311",1
"92312",4.10461087022871e-05
"92313",1.11208302361745e-17
"92314",7.93393018106729e-20
"92315",1
"92316",1
"92317",1
"92318",1
"92319",0
"92320",0
"92321",0
"92322",0
"92323",0
"92324",0
"92325",0
"92326",0
"92327",0
"92328",0
"92329",0
"92330",0
"92331",0
"92332",0
"92333",0
"92334",0
"92335",0
"92336",0
"92337",0
"92338",0
"92339",0
"92340",0
"92341",0
"92342",1
"92343",2.98665039751645e-199
"92344",4.072951201068e-176
"92345",0
"92346",1.55087566903891e-68
"92347",4.04341095199441e-23
"92348",1.08845487060493e-24
"92349",0
"92350",2.49878512394296e-53
"92351",4.43100136194244e-82
"92352",8.14873039241268e-53
"92353",9.39391085487351e-134
"92354",2.56870851102325e-175
"92355",4.90777763620148e-140
"92356",1
"92357",1
"92358",0.00126366409815764
"92359",0
"92360",0
"92361",0
"92362",0
"92363",0
"92364",0
"92365",0
"92366",0
"92367",0
"92368",0
"92369",0
"92370",0
"92371",0
"92372",0
"92373",0
"92374",0
"92375",0
"92376",0
"92377",0
"92378",0
"92379",0
"92380",0
"92381",4.80025897056012e-313
"92382",0
"92383",3.50801661858172e-47
"92384",7.14871132903102e-40
"92385",8.06860715282303e-200
"92386",0
"92387",1.46064367477341e-110
"92388",1.01965971131944e-57
"92389",0
"92390",0
"92391",0
"92392",8.46129007497756e-163
"92393",0.470053547042926
"92394",4.63154618283319e-36
"92395",3.4917352280917e-203
"92396",1
"92397",1
"92398",1
"92399",0
"92400",0
"92401",0
"92402",0
"92403",0
"92404",0
"92405",0
"92406",0
"92407",0
"92408",0
"92409",0
"92410",0
"92411",0
"92412",0
"92413",0
"92414",0
"92415",0
"92416",0
"92417",0
"92418",0
"92419",0
"92420",0
"92421",7.85871379378316e-271
"92422",4.44297609481229e-199
"92423",2.02367393616633e-20
"92424",1
"92425",0
"92426",2.23466820073181e-208
"92427",1.37808275842519e-35
"92428",0.00213238029234838
"92429",0
"92430",0
"92431",6.50480721501463e-256
"92432",1.13139571492595e-47
"92433",2.84302505798578e-38
"92434",1
"92435",1
"92436",0
"92437",0
"92438",0
"92439",0
"92440",0
"92441",0
"92442",0
"92443",0
"92444",0
"92445",6.86934323905619e-250
"92446",3.17897315279343e-270
"92447",2.40644461247314e-175
"92448",7.46579091034278e-143
"92449",0
"92450",0
"92451",0
"92452",0
"92453",0
"92454",0
"92455",0
"92456",0
"92457",0
"92458",6.86934323905619e-250
"92459",3.17897315279343e-270
"92460",2.40644461247314e-175
"92461",7.46579091034278e-143
"92462",0
"92463",0
"92464",0
"92465",0
"92466",0
"92467",0
"92468",0
"92469",0
"92470",0
"92471",0
"92472",0
"92473",1.82948664484548e-10
"92474",6.07390673343642e-20
"92475",0
"92476",0
"92477",0
"92478",0
"92479",0
"92480",0
"92481",0
"92482",0
"92483",2.2831345157832e-218
"92484",0.00244722162895767
"92485",1
"92486",1.55716694970536e-13
"92487",1
"92488",0
"92489",0
"92490",0
"92491",0
"92492",0
"92493",0
"92494",0
"92495",0
"92496",0
"92497",7.27171476925898e-48
"92498",4.09917298279073e-71
"92499",6.49424206630752e-46
"92500",5.60977997861991e-15
"92501",0
"92502",0
"92503",0
"92504",0
"92505",0
"92506",0
"92507",0
"92508",0
"92509",0
"92510",0
"92511",0
"92512",0
"92513",0
"92514",0
"92515",0
"92516",0
"92517",0
"92518",0
"92519",0
"92520",0
"92521",0
"92522",0
"92523",0
"92524",0
"92525",0
"92526",0.214298654820144
"92527",3.32223847778199e-54
"92528",1.12613564021669e-72
"92529",2.42049282987061e-313
"92530",2.01597030234147e-64
"92531",7.92267987845677e-82
"92532",4.92712896155096e-103
"92533",5.14122515827387e-46
"92534",1.79058387867562e-23
"92535",2.47706035927386e-40
"92536",1
"92537",1
"92538",0
"92539",0
"92540",0
"92541",0
"92542",0
"92543",0
"92544",0
"92545",1.18323014354344e-279
"92546",0
"92547",0
"92548",0
"92549",0
"92550",0
"92551",0
"92552",0
"92553",0
"92554",0
"92555",0
"92556",0
"92557",0
"92558",0
"92559",6.16254729531766e-218
"92560",0
"92561",0
"92562",0
"92563",0
"92564",0
"92565",0
"92566",0
"92567",0
"92568",0
"92569",0
"92570",0
"92571",0
"92572",0
"92573",4.49249245357957e-257
"92574",0
"92575",0
"92576",0
"92577",0
"92578",0
"92579",0
"92580",0
"92581",0
"92582",0
"92583",0
"92584",0
"92585",0
"92586",0
"92587",0
"92588",0
"92589",0
"92590",0
"92591",0
"92592",0
"92593",0
"92594",0
"92595",0
"92596",0
"92597",0
"92598",0
"92599",0
"92600",0
"92601",0
"92602",0
"92603",0
"92604",0
"92605",0
"92606",9.1967847877293e-53
"92607",1.70121890545078e-116
"92608",0
"92609",0
"92610",0
"92611",0
"92612",1.70987516524384e-191
"92613",0
"92614",9.45576774039189e-185
"92615",1.0131047357008e-279
"92616",7.18014854295416e-158
"92617",0
"92618",0
"92619",0
"92620",0
"92621",0
"92622",0
"92623",0
"92624",4.67781932346229e-175
"92625",0
"92626",0
"92627",0
"92628",0
"92629",0
"92630",0
"92631",0
"92632",0
"92633",0
"92634",0
"92635",0
"92636",0
"92637",0
"92638",3.18353376552706e-223
"92639",0
"92640",0
"92641",0
"92642",0
"92643",0
"92644",0
"92645",0
"92646",0
"92647",0
"92648",0
"92649",0
"92650",0
"92651",0
"92652",4.43360204575472e-253
"92653",0
"92654",0
"92655",0
"92656",0
"92657",0
"92658",0
"92659",0
"92660",0
"92661",0
"92662",0
"92663",0
"92664",0
"92665",0
"92666",1
"92667",1
"92668",1
"92669",0
"92670",0
"92671",0
"92672",0
"92673",0
"92674",0
"92675",0
"92676",0
"92677",0
"92678",0
"92679",0
"92680",0
"92681",0
"92682",0
"92683",0
"92684",0
"92685",0
"92686",0
"92687",0
"92688",0
"92689",0
"92690",0
"92691",0
"92692",0
"92693",3.97589160537149e-200
"92694",3.15995790912537e-106
"92695",0
"92696",0
"92697",5.49925786296669e-46
"92698",1
"92699",0
"92700",0
"92701",3.63999286507533e-116
"92702",5.01940802394543e-34
"92703",4.64613255028126e-224
"92704",0.000534488472088218
"92705",2.20701140214726e-32
"92706",6.09718879036207e-221
"92707",0
"92708",0
"92709",3.76389161545872e-60
"92710",6.56621476704201e-82
"92711",9.54490708920649e-80
"92712",2.2875199009963e-59
"92713",4.25162211599486e-80
"92714",1.69105163075829e-77
"92715",7.8770385758571e-273
"92716",0
"92717",5.09603022271662e-318
"92718",6.62881947478172e-175
"92719",0
"92720",0
"92721",1
"92722",8.28907756882398e-194
"92723",1.65349428532297e-138
"92724",4.6236698804326e-143
"92725",1.3130770841082e-55
"92726",2.96772620102822e-73
"92727",3.60116224658607e-69
"92728",0
"92729",1.87215721598099e-16
"92730",1
"92731",3.5768207603559e-65
"92732",2.26569956484263e-147
"92733",9.92926863411889e-262
"92734",0
"92735",3.173124111897e-12
"92736",1
"92737",1
"92738",1.11740504763384e-20
"92739",1
"92740",1
"92741",9.30177894295533e-09
"92742",2.77291809028614e-27
"92743",6.66456958555417e-12
"92744",6.52124277041553e-31
"92745",1
"92746",1
"92747",1
"92748",1
"92749",0
"92750",0
"92751",0
"92752",0
"92753",0
"92754",0
"92755",0
"92756",0
"92757",0
"92758",0
"92759",0
"92760",0
"92761",0
"92762",0
"92763",0
"92764",0
"92765",0
"92766",0
"92767",0
"92768",0
"92769",0
"92770",0
"92771",0
"92772",1
"92773",3.08403581638923e-308
"92774",2.2980869250749e-201
"92775",0
"92776",4.27887207729568e-78
"92777",7.10140548250196e-37
"92778",5.63197702664998e-42
"92779",0
"92780",6.50970068560404e-52
"92781",3.64455699167388e-110
"92782",7.44238196940486e-81
"92783",1.37156195468839e-113
"92784",1.86927632572632e-97
"92785",6.79347646934095e-127
"92786",1
"92787",1
"92788",2.21807467018225e-06
"92789",0
"92790",0
"92791",0
"92792",0
"92793",0
"92794",0
"92795",0
"92796",0
"92797",0
"92798",0
"92799",0
"92800",0
"92801",0
"92802",0
"92803",0
"92804",0
"92805",0
"92806",0
"92807",0
"92808",0
"92809",0
"92810",0
"92811",0
"92812",0
"92813",5.17829761239315e-65
"92814",6.40280332560222e-46
"92815",8.68303652587966e-185
"92816",0
"92817",4.32068131205771e-104
"92818",4.14160693534033e-52
"92819",0
"92820",0
"92821",0
"92822",1.24243590207947e-190
"92823",2.42815363991574e-08
"92824",4.79551418439751e-36
"92825",1.82001824566512e-233
"92826",1
"92827",1
"92828",1
"92829",0
"92830",0
"92831",0
"92832",0
"92833",0
"92834",0
"92835",0
"92836",0
"92837",0
"92838",0
"92839",0
"92840",0
"92841",0
"92842",0
"92843",0
"92844",0
"92845",0
"92846",0
"92847",0
"92848",0
"92849",0
"92850",0
"92851",0
"92852",1.04312553442917e-217
"92853",2.7862931691807e-27
"92854",0.0749972565655148
"92855",4.531877424658e-287
"92856",2.4262741428418e-187
"92857",2.87429483407771e-44
"92858",1
"92859",0
"92860",0
"92861",0
"92862",6.71720146687558e-79
"92863",2.26348210989987e-65
"92864",1
"92865",1
"92866",0
"92867",0
"92868",0
"92869",0
"92870",0
"92871",0
"92872",0
"92873",0
"92874",0
"92875",0
"92876",0
"92877",2.38780443162464e-244
"92878",1.04116263719426e-204
"92879",0
"92880",0
"92881",0
"92882",0
"92883",0
"92884",0
"92885",0
"92886",0
"92887",0
"92888",0
"92889",0
"92890",2.38780443162464e-244
"92891",1.04116263719426e-204
"92892",0
"92893",0
"92894",0
"92895",0
"92896",0
"92897",0
"92898",0
"92899",0
"92900",0
"92901",0
"92902",0
"92903",1.15848093243073e-08
"92904",3.72425306405575e-25
"92905",0
"92906",0
"92907",0
"92908",0
"92909",0
"92910",0
"92911",0
"92912",0
"92913",0
"92914",1
"92915",0.442788591895612
"92916",1.93967938701345e-09
"92917",1
"92918",0
"92919",0
"92920",0
"92921",0
"92922",0
"92923",0
"92924",0
"92925",0
"92926",0
"92927",1.53817855181746e-87
"92928",6.67194184232765e-85
"92929",3.23322143556315e-17
"92930",4.32301898606684e-07
"92931",0
"92932",0
"92933",0
"92934",0
"92935",0
"92936",0
"92937",0
"92938",0
"92939",0
"92940",0
"92941",0
"92942",0
"92943",0
"92944",0
"92945",0
"92946",0
"92947",0
"92948",0
"92949",0
"92950",0
"92951",0
"92952",0
"92953",0
"92954",0
"92955",0
"92956",7.3644212101824e-06
"92957",8.2474692626094e-51
"92958",8.00425486509998e-64
"92959",0
"92960",2.49765921704685e-117
"92961",1.25242243401826e-119
"92962",2.26780438030377e-185
"92963",2.3540093856476e-100
"92964",3.85801490344354e-12
"92965",2.20417365281279e-27
"92966",1
"92967",1
"92968",0
"92969",0
"92970",0
"92971",0
"92972",0
"92973",0
"92974",0
"92975",3.95195235631943e-306
"92976",0
"92977",0
"92978",0
"92979",0
"92980",0
"92981",0
"92982",0
"92983",0
"92984",0
"92985",0
"92986",0
"92987",0
"92988",0
"92989",9.91439313516946e-260
"92990",0
"92991",0
"92992",0
"92993",0
"92994",0
"92995",0
"92996",0
"92997",0
"92998",0
"92999",0
"93000",0
"93001",0
"93002",0
"93003",1.65573254371071e-249
"93004",0
"93005",0
"93006",0
"93007",0
"93008",0
"93009",0
"93010",0
"93011",0
"93012",0
"93013",0
"93014",0
"93015",0
"93016",0
"93017",0
"93018",0
"93019",0
"93020",0
"93021",0
"93022",0
"93023",0
"93024",0
"93025",0
"93026",0
"93027",0
"93028",0
"93029",0
"93030",0
"93031",0
"93032",0
"93033",0
"93034",0
"93035",0
"93036",4.07036373790892e-77
"93037",2.84426602289927e-140
"93038",0
"93039",0
"93040",0
"93041",0
"93042",6.85269707667014e-273
"93043",0
"93044",3.66302763262101e-188
"93045",9.05328686753627e-266
"93046",7.83236300330341e-130
"93047",0
"93048",0
"93049",0
"93050",0
"93051",0
"93052",0
"93053",0
"93054",4.93280028310451e-154
"93055",0
"93056",0
"93057",0
"93058",0
"93059",0
"93060",0
"93061",0
"93062",0
"93063",0
"93064",0
"93065",0
"93066",0
"93067",0
"93068",5.5585833875072e-207
"93069",0
"93070",0
"93071",0
"93072",0
"93073",0
"93074",0
"93075",0
"93076",0
"93077",0
"93078",0
"93079",0
"93080",0
"93081",0
"93082",3.72323992165198e-188
"93083",0
"93084",0
"93085",0
"93086",0
"93087",0
"93088",0
"93089",0
"93090",0
"93091",0
"93092",0
"93093",0
"93094",0
"93095",0
"93096",0
"93097",1
"93098",1
"93099",0.155486639246414
"93100",0
"93101",0
"93102",0
"93103",0
"93104",0
"93105",0
"93106",0
"93107",0
"93108",0
"93109",0
"93110",0
"93111",0
"93112",0
"93113",0
"93114",0
"93115",0
"93116",0
"93117",0
"93118",0
"93119",0
"93120",0
"93121",0
"93122",0
"93123",0
"93124",6.6971922144465e-190
"93125",5.64666095306354e-96
"93126",0
"93127",0
"93128",1.8112284747434e-43
"93129",1
"93130",0
"93131",0
"93132",7.12615233818675e-102
"93133",3.37625998499538e-29
"93134",1.99034492502274e-168
"93135",1
"93136",2.6013687508857e-07
"93137",9.7391495995339e-188
"93138",1.59249798689524e-303
"93139",1.20058861029184e-219
"93140",1.81013667040959e-61
"93141",1.14999647049984e-76
"93142",3.05610698643525e-93
"93143",3.68543509593173e-60
"93144",5.58062636448133e-75
"93145",3.90269079421367e-90
"93146",8.54116414402279e-233
"93147",1.33574496277162e-241
"93148",1.19806815013759e-169
"93149",2.95057849810893e-144
"93150",0
"93151",1.49386346936858e-265
"93152",3.93863433580118e-24
"93153",2.1391444983001e-176
"93154",3.25023845443204e-121
"93155",1.58446142843608e-137
"93156",2.73965530525495e-55
"93157",3.10345160135276e-68
"93158",4.45503453965331e-80
"93159",1.02207080597277e-236
"93160",4.8644610168553e-10
"93161",3.0103451198239e-06
"93162",2.57712122828838e-71
"93163",3.06690996934949e-143
"93164",1.0854791856339e-237
"93165",0
"93166",0.455021154706885
"93167",1
"93168",5.50455795306802e-06
"93169",5.04307234697309e-30
"93170",1
"93171",0.000682389623477287
"93172",1.34100339722767e-15
"93173",3.72034729249297e-33
"93174",2.09805327975762e-11
"93175",1.7498653119276e-07
"93176",1
"93177",1
"93178",1
"93179",1
"93180",0
"93181",0
"93182",0
"93183",0
"93184",0
"93185",0
"93186",0
"93187",0
"93188",0
"93189",0
"93190",0
"93191",0
"93192",0
"93193",0
"93194",0
"93195",0
"93196",0
"93197",0
"93198",0
"93199",0
"93200",0
"93201",0
"93202",0
"93203",1
"93204",1.19468115386767e-270
"93205",4.27546989379922e-184
"93206",0
"93207",1.72562957631971e-66
"93208",3.71991654742457e-47
"93209",5.76450172395042e-31
"93210",0
"93211",2.01436075759491e-35
"93212",1.32367159044363e-98
"93213",6.12888462146064e-82
"93214",1.14726933534694e-71
"93215",2.35334551286792e-48
"93216",3.57142340461117e-50
"93217",0.0628361988320486
"93218",0.00989383781677402
"93219",2.23842809462891e-06
"93220",0
"93221",0
"93222",0
"93223",0
"93224",0
"93225",0
"93226",0
"93227",0
"93228",0
"93229",0
"93230",0
"93231",0
"93232",0
"93233",0
"93234",0
"93235",0
"93236",0
"93237",0
"93238",0
"93239",0
"93240",0
