"","x"
"13678",2.4275356463337e-35
"13679",1.25033641358015e-65
"13680",5.32809758236717e-67
"13681",1.81925023581402e-237
"13682",4.40078686881076e-62
"13683",1.4421418054599e-45
"13684",0
"13685",0
"13686",0
"13687",1.0186236652799e-154
"13688",0.610525089611384
"13689",5.48134892632814e-31
"13690",3.15029319363122e-156
"13691",1
"13692",1
"13693",1
"13694",0
"13695",0
"13696",1
"13697",1
"13698",1
"13699",0
"13700",0
"13701",0
"13702",0
"13703",0
"13704",0
"13705",0
"13706",0
"13707",0
"13708",0
"13709",0
"13710",0
"13711",0
"13712",0
"13713",0
"13714",8.34815422481733e-233
"13715",0
"13716",0
"13717",0
"13718",0
"13719",0
"13720",0
"13721",0
"13722",0
"13723",1.12657944872989e-157
"13724",1.01151953677361e-84
"13725",0
"13726",0
"13727",2.73023750887955e-20
"13728",1
"13729",7.67850104406715e-309
"13730",0
"13731",6.49272727220143e-61
"13732",0.0280431891028572
"13733",4.77441716816392e-174
"13734",1
"13735",6.4496057306172e-39
"13736",3.28065267046853e-255
"13737",0
"13738",4.33121623908849e-263
"13739",1
"13740",0.98879869410847
"13741",0.00514441760953974
"13742",1
"13743",0.941851494908235
"13744",0.00719024163094242
"13745",3.91657478402012e-275
"13746",0
"13747",4.7771179969647e-245
"13748",3.48747331576185e-234
"13749",0
"13750",3.14222694719125e-274
"13751",6.10789438336853e-48
"13752",2.54831028552458e-257
"13753",2.84594162199202e-158
"13754",3.00790285310842e-199
"13755",1
"13756",0.690304959333398
"13757",0.0190418373187705
"13758",1.18489349801104e-93
"13759",9.3195469420554e-99
"13760",1
"13761",0.798236524100426
"13762",1.0069724451761e-34
"13763",9.72503998921678e-105
"13764",2.27852642984637e-205
"13765",5.27904711458955e-136
"13766",1.92939475804561e-69
"13767",5.17581581951029e-20
"13768",1
"13769",7.99006316806906e-79
"13770",1.32197975691237e-46
"13771",3.89184679275067e-21
"13772",0.000262056085031576
"13773",1.04605225644482e-19
"13774",9.72946425854499e-23
"13775",1
"13776",1
"13777",1
"13778",1
"13779",0
"13780",0
"13781",0
"13782",0
"13783",0
"13784",0
"13785",0
"13786",0
"13787",0
"13788",0
"13789",0
"13790",0
"13791",0
"13792",0
"13793",0
"13794",0
"13795",0
"13796",0
"13797",0
"13798",0
"13799",0
"13800",0
"13801",0
"13802",1
"13803",2.3998461194291e-198
"13804",3.20926998848213e-190
"13805",0
"13806",1.68434495893124e-95
"13807",1.82625329570613e-09
"13808",1.52394952479131e-10
"13809",0
"13810",1.17292409426822e-108
"13811",3.0401704293117e-23
"13812",2.033824483209e-32
"13813",1.92239255347835e-80
"13814",2.47488369710305e-67
"13815",5.47394349742513e-104
"13816",1
"13817",1
"13818",1
"13819",0
"13820",0
"13821",0
"13822",0
"13823",0
"13824",0
"13825",0
"13826",0
"13827",0
"13828",0
"13829",0
"13830",0
"13831",0
"13832",0
"13833",0
"13834",0
"13835",0
"13836",0
"13837",0
"13838",0
"13839",0
"13840",0
"13841",5.99187545429369e-291
"13842",0
"13843",9.8434503214592e-40
"13844",1.72424013428299e-76
"13845",3.2596767777642e-82
"13846",1.31956197777145e-257
"13847",3.8389406883745e-78
"13848",1.32583559340508e-54
"13849",0
"13850",0
"13851",0
"13852",2.31912155751765e-173
"13853",1
"13854",1.52115801478672e-30
"13855",2.3649098197423e-197
"13856",1
"13857",1
"13858",1
"13859",0
"13860",0
"13861",0
"13862",1
"13863",1
"13864",1
"13865",0
"13866",0
"13867",0
"13868",0
"13869",0
"13870",0
"13871",0
"13872",0
"13873",0
"13874",0
"13875",0
"13876",0
"13877",0
"13878",0
"13879",0
"13880",0
"13881",0
"13882",0
"13883",0
"13884",0
"13885",0
"13886",0
"13887",0
"13888",0
"13889",1.03511345522625e-100
"13890",2.33159208326451e-44
"13891",4.07086626227099e-275
"13892",6.39968035305867e-311
"13893",4.53477702934687e-11
"13894",0.130826438507147
"13895",1.33842892554908e-231
"13896",0
"13897",3.21006433774169e-42
"13898",0.360022094287067
"13899",4.72234885004248e-160
"13900",1.32629472462244e-20
"13901",6.35098581713221e-52
"13902",2.0682110513036e-187
"13903",0
"13904",0
"13905",1
"13906",1
"13907",0.024478759120099
"13908",1
"13909",1
"13910",0.0280693519524103
"13911",1.08912924295707e-200
"13912",9.41901484318881e-305
"13913",5.35644102938868e-311
"13914",7.47366655354801e-173
"13915",0
"13916",0
"13917",5.00849890332911e-12
"13918",5.85628645227896e-178
"13919",2.94458755380269e-133
"13920",7.15740512435712e-120
"13921",1
"13922",1
"13923",0.0501343312306359
"13924",2.97569928492146e-117
"13925",4.23255476411112e-79
"13926",6.98863593266172e-35
"13927",1
"13928",2.22500744213117e-14
"13929",7.88928798226882e-62
"13930",1.96296201593088e-135
"13931",3.46965326791459e-128
"13932",6.49638647508633e-74
"13933",2.08857892043981e-29
"13934",0.0232236963986553
"13935",9.47166710598154e-104
"13936",9.39268171417501e-63
"13937",6.4982520821856e-30
"13938",1.10285695236691e-07
"13939",3.48657801836225e-15
"13940",4.28643003108958e-32
"13941",1
"13942",1
"13943",1
"13944",1
"13945",0
"13946",0
"13947",0
"13948",0
"13949",0
"13950",0
"13951",0
"13952",0
"13953",0
"13954",0
"13955",0
"13956",0
"13957",0
"13958",0
"13959",0
"13960",0
"13961",0
"13962",0
"13963",0
"13964",0
"13965",0
"13966",0
"13967",0
"13968",1
"13969",1.314361379436e-119
"13970",5.60304881352019e-140
"13971",0
"13972",1.62000061142972e-68
"13973",1
"13974",5.60069401533317e-10
"13975",0
"13976",2.08988057581436e-104
"13977",8.98762809318983e-18
"13978",1.50581767575977e-10
"13979",1.98761555986226e-124
"13980",1.10558276582193e-232
"13981",3.90732840917231e-172
"13982",1
"13983",1
"13984",1
"13985",0
"13986",0
"13987",0
"13988",0
"13989",0
"13990",0
"13991",0
"13992",0
"13993",0
"13994",0
"13995",0
"13996",0
"13997",0
"13998",0
"13999",0
"14000",0
"14001",0
"14002",0
"14003",0
"14004",0
"14005",0
"14006",0
"14007",4.18965514374026e-153
"14008",2.25833350952622e-205
"14009",2.95913578921153e-27
"14010",1.65931998111365e-33
"14011",4.5120869362922e-35
"14012",1.78811610659355e-214
"14013",4.45619465882721e-38
"14014",4.15137061639883e-22
"14015",0
"14016",0
"14017",0
"14018",2.31552618052079e-162
"14019",4.6217447302876e-05
"14020",1.83920598762191e-26
"14021",1.52124100954007e-133
"14022",1
"14023",1
"14024",1
"14025",0
"14026",0
"14027",0
"14028",0
"14029",1
"14030",1
"14031",1
"14032",0
"14033",0
"14034",0
"14035",0
"14036",0
"14037",0
"14038",0
"14039",0
"14040",0
"14041",0
"14042",0
"14043",0
"14044",0
"14045",0
"14046",0
"14047",1.38661643775494e-291
"14048",0
"14049",0
"14050",0
"14051",0
"14052",0
"14053",0
"14054",0
"14055",0
"14056",7.62522421940496e-156
"14057",1.84159035807853e-103
"14058",0
"14059",0
"14060",1.99702336587274e-19
"14061",1
"14062",6.2720919470842e-310
"14063",0
"14064",1.61072144966702e-59
"14065",0.00134576438518105
"14066",6.09277003856514e-208
"14067",1
"14068",3.88872254432753e-48
"14069",5.74280854079613e-257
"14070",0
"14071",0
"14072",1
"14073",1
"14074",0.0677042721512103
"14075",1
"14076",1
"14077",0.0865824047070908
"14078",1.19892974829e-273
"14079",0
"14080",1.70880006440304e-304
"14081",1.21479535274987e-237
"14082",0
"14083",0
"14084",2.47546241539431e-38
"14085",3.87183760268421e-251
"14086",6.86185888283182e-169
"14087",1.4539844315602e-182
"14088",1
"14089",1
"14090",0.205636980043056
"14091",6.58782946871639e-110
"14092",4.47568850953516e-97
"14093",3.67112460007617e-08
"14094",0.000784632531400951
"14095",5.87116918458089e-44
"14096",2.25366438502806e-121
"14097",2.01089858064218e-230
"14098",5.85280000653634e-129
"14099",9.28067265176187e-66
"14100",9.76826706006103e-19
"14101",1
"14102",3.99373896410587e-77
"14103",9.26201922535426e-45
"14104",1.83235983191436e-19
"14105",0.00348434308326126
"14106",7.49941988579725e-20
"14107",8.05156143361022e-31
"14108",1
"14109",1
"14110",1
"14111",1
"14112",0
"14113",0
"14114",0
"14115",0
"14116",0
"14117",0
"14118",0
"14119",0
"14120",0
"14121",0
"14122",0
"14123",0
"14124",0
"14125",0
"14126",0
"14127",0
"14128",0
"14129",0
"14130",0
"14131",0
"14132",0
"14133",0
"14134",0
"14135",1
"14136",2.71978897712175e-221
"14137",8.0024722605892e-176
"14138",0
"14139",1.62843380992713e-87
"14140",2.34656259719181e-10
"14141",8.85709730045311e-09
"14142",0
"14143",6.32845895706093e-108
"14144",4.43847339084213e-29
"14145",1.44619226008184e-23
"14146",1.78002728735134e-104
"14147",3.16402733043137e-106
"14148",1.08770631788231e-147
"14149",1
"14150",1
"14151",0.95219001546836
"14152",0
"14153",0
"14154",0
"14155",0
"14156",0
"14157",0
"14158",0
"14159",0
"14160",0
"14161",0
"14162",0
"14163",0
"14164",0
"14165",0
"14166",0
"14167",0
"14168",0
"14169",0
"14170",0
"14171",0
"14172",0
"14173",0
"14174",8.85215878492926e-256
"14175",8.86528803219203e-312
"14176",4.28940439543873e-33
"14177",1.87346495873348e-71
"14178",6.23952569187794e-70
"14179",1.5079255999149e-240
"14180",4.77233402579612e-64
"14181",4.6905080182302e-47
"14182",0
"14183",0
"14184",0
"14185",1.19430988572425e-155
"14186",1
"14187",6.8009972787206e-33
"14188",6.52552499049612e-170
"14189",1
"14190",1
"14191",1
"14192",0
"14193",0
"14194",0
"14195",0
"14196",0
"14197",1
"14198",1
"14199",1
"14200",0
"14201",0
"14202",0
"14203",0
"14204",0
"14205",0
"14206",0
"14207",0
"14208",0
"14209",0
"14210",0
"14211",0
"14212",0
"14213",0
"14214",0
"14215",2.37929682679587e-253
"14216",0
"14217",0
"14218",0
"14219",0
"14220",0
"14221",0
"14222",0
"14223",0
"14224",1.70521943616068e-157
"14225",1.89797300635867e-78
"14226",0
"14227",0
"14228",3.70616499878195e-22
"14229",1
"14230",1.0400979797774e-292
"14231",0
"14232",3.97985378395344e-61
"14233",0.00624286630586585
"14234",5.65763093899546e-174
"14235",1
"14236",5.87707111251019e-37
"14237",2.64416083113091e-225
"14238",0
"14239",3.85441649714586e-233
"14240",4.92847339120998e-05
"14241",8.26074506071883e-07
"14242",4.03211323816604e-11
"14243",6.05555435787916e-05
"14244",9.10217836564104e-07
"14245",7.91249823073721e-11
"14246",4.30759379678523e-250
"14247",0
"14248",1.4759768223775e-210
"14249",6.42819822465351e-200
"14250",0
"14251",3.36925226860416e-250
"14252",2.0296577897361e-47
"14253",3.80774898942836e-227
"14254",5.8779022536718e-139
"14255",7.75562843033805e-181
"14256",9.55283819662219e-05
"14257",1.23334345142396e-06
"14258",1.15407041928018e-09
"14259",6.22317536678561e-110
"14260",1.88537603538055e-68
"14261",1
"14262",0.00226814998206017
"14263",2.58585684099135e-39
"14264",1.13732179492227e-107
"14265",1.19849905662608e-202
"14266",8.01827120469576e-112
"14267",4.46525565459459e-55
"14268",7.06659088471419e-14
"14269",1
"14270",9.26803348609174e-64
"14271",3.12150982628864e-36
"14272",6.32108178227815e-15
"14273",0.156666272361161
"14274",2.89523000964625e-17
"14275",3.06377510244148e-22
"14276",1
"14277",1
"14278",1
"14279",1
"14280",0
"14281",0
"14282",0
"14283",0
"14284",0
"14285",0
"14286",0
"14287",0
"14288",0
"14289",0
"14290",0
"14291",0
"14292",0
"14293",0
"14294",0
"14295",0
"14296",0
"14297",0
"14298",0
"14299",0
"14300",0
"14301",0
"14302",0
"14303",1
"14304",1.04716548148163e-188
"14305",2.11169045985024e-188
"14306",0
"14307",1.26167658078671e-96
"14308",3.93002065271066e-12
"14309",5.03965916531383e-10
"14310",0
"14311",8.50410175858301e-104
"14312",1.1625875871176e-24
"14313",9.72168438055528e-31
"14314",9.87088439796997e-84
"14315",1.17107825365069e-73
"14316",9.8324693911491e-102
"14317",1
"14318",1
"14319",1
"14320",0
"14321",0
"14322",0
"14323",0
"14324",0
"14325",0
"14326",0
"14327",0
"14328",0
"14329",0
"14330",0
"14331",0
"14332",0
"14333",0
"14334",0
"14335",0
"14336",0
"14337",0
"14338",0
"14339",0
"14340",0
"14341",0
"14342",2.78498734250049e-282
"14343",0
"14344",2.16800944031989e-56
"14345",1.10886839662059e-52
"14346",7.37531481145409e-78
"14347",6.06642529276526e-240
"14348",3.70031213898708e-71
"14349",1.61473433121314e-49
"14350",0
"14351",0
"14352",0
"14353",3.12795100705706e-160
"14354",1
"14355",2.10664147142051e-25
"14356",2.50758982411055e-164
"14357",0.408856036987706
"14358",1
"14359",1
"14360",0
"14361",0
"14362",0
"14363",0
"14364",0
"14365",0
"14366",1
"14367",1
"14368",1
"14369",0
"14370",0
"14371",0
"14372",0
"14373",0
"14374",0
"14375",0
"14376",0
"14377",0
"14378",0
"14379",0
"14380",0
"14381",0
"14382",0
"14383",0
"14384",0
"14385",0
"14386",0
"14387",0
"14388",0
"14389",0
"14390",0
"14391",0
"14392",0
"14393",3.49018969742564e-83
"14394",8.96821126536815e-29
"14395",1.55992563448977e-237
"14396",1.23568842840532e-273
"14397",9.18659328567994e-09
"14398",0.00883978313602088
"14399",7.68090515789685e-210
"14400",8.02643554335036e-315
"14401",3.55020551806571e-37
"14402",0.67503326186424
"14403",9.56637032966568e-140
"14404",3.6587657192898e-28
"14405",5.48932840437444e-59
"14406",1.31444703948762e-158
"14407",1.26604525339633e-255
"14408",1.11506032622974e-278
"14409",1
"14410",1
"14411",1.84139892291114e-05
"14412",1
"14413",1
"14414",2.01177900984312e-05
"14415",5.6704352353099e-173
"14416",7.60744594547721e-239
"14417",4.49635933487737e-259
"14418",8.48466639732715e-144
"14419",7.27891173846586e-266
"14420",4.50137703841017e-294
"14421",4.00110212738808e-15
"14422",3.31766335444427e-152
"14423",3.11106403876281e-115
"14424",3.33579443210067e-102
"14425",0.919844434252738
"14426",1
"14427",3.27598090107972e-05
"14428",3.4495845601018e-100
"14429",3.18909399945838e-54
"14430",7.40469586954855e-28
"14431",1
"14432",3.04814028402642e-08
"14433",5.64803985693836e-45
"14434",1.17320821097707e-103
"14435",1.8495719600527e-117
"14436",1.43560006611549e-68
"14437",5.8949198621688e-28
"14438",0.0121830757135639
"14439",7.16138065354032e-93
"14440",4.43760845988291e-54
"14441",1.02416388807998e-23
"14442",0.000331737952353357
"14443",4.68326418908606e-11
"14444",5.80332802544291e-29
"14445",1
"14446",1
"14447",1
"14448",1
"14449",0
"14450",0
"14451",0
"14452",0
"14453",0
"14454",0
"14455",0
"14456",0
"14457",0
"14458",0
"14459",0
"14460",0
"14461",0
"14462",0
"14463",0
"14464",0
"14465",0
"14466",0
"14467",0
"14468",0
"14469",0
"14470",0
"14471",0
"14472",1
"14473",9.59691131837394e-96
"14474",1.29160483315348e-118
"14475",2.28719289834789e-304
"14476",4.7200984634873e-62
"14477",1
"14478",9.71607408467705e-10
"14479",2.97689954655558e-292
"14480",3.38632680794233e-94
"14481",1.61710507466915e-16
"14482",2.92783550798035e-07
"14483",7.39716896410089e-131
"14484",3.69975652954677e-255
"14485",5.01215137296426e-174
"14486",0.445281458968008
"14487",1
"14488",1
"14489",0
"14490",0
"14491",0
"14492",0
"14493",0
"14494",0
"14495",0
"14496",0
"14497",0
"14498",0
"14499",0
"14500",0
"14501",0
"14502",0
"14503",0
"14504",0
"14505",0
"14506",0
"14507",0
"14508",1.83970044386335e-286
"14509",0
"14510",0
"14511",2.44828154462487e-126
"14512",1.14832309617743e-179
"14513",2.84252975213472e-34
"14514",4.83112115742348e-15
"14515",3.32896105122049e-22
"14516",1.38100711235085e-193
"14517",9.05454338081071e-34
"14518",3.63284778382659e-22
"14519",2.55705079523323e-295
"14520",0
"14521",0
"14522",7.97592319820485e-153
"14523",5.35785166885115e-06
"14524",1.34912227305028e-21
"14525",2.65505284597597e-96
"14526",0.183312366049733
"14527",1
"14528",1
"14529",0
"14530",0
"14531",0
"14532",0
"14533",0
"14534",0
"14535",0
"14536",1
"14537",1
"14538",1
"14539",0
"14540",0
"14541",0
"14542",0
"14543",0
"14544",0
"14545",0
"14546",0
"14547",0
"14548",0
"14549",0
"14550",0
"14551",0
"14552",0
"14553",0
"14554",4.90085709475528e-259
"14555",0
"14556",0
"14557",0
"14558",0
"14559",0
"14560",0
"14561",0
"14562",0
"14563",3.16103044337544e-153
"14564",5.51376280019757e-95
"14565",0
"14566",0
"14567",3.56210655935072e-20
"14568",1
"14569",8.05856308838368e-270
"14570",0
"14571",1.22523823826736e-51
"14572",0.240745942211457
"14573",1.90478110849961e-195
"14574",1
"14575",3.25172657132483e-45
"14576",4.67582691594151e-237
"14577",0
"14578",4.22743084254091e-267
"14579",0.450098282741586
"14580",4.52139567632669e-05
"14581",7.6361754584686e-08
"14582",0.386065657590302
"14583",4.20955138100932e-05
"14584",1.05039983995933e-07
"14585",3.91843976277451e-258
"14586",0
"14587",3.56195393774811e-245
"14588",2.63169311033879e-214
"14589",0
"14590",2.32201349466918e-283
"14591",7.08810067622376e-55
"14592",3.56319581141892e-235
"14593",4.54038528913649e-154
"14594",3.73596583252297e-178
"14595",0.15903378925064
"14596",2.8726272222039e-05
"14597",3.45795235626371e-07
"14598",1.58223464926303e-100
"14599",7.90979215202731e-66
"14600",1
"14601",7.53683103072152e-05
"14602",1.36805811033067e-43
"14603",1.16147798972215e-115
"14604",2.7883707167539e-215
"14605",2.85851923795696e-115
"14606",4.58495759599973e-57
"14607",1.32406819110694e-14
"14608",1
"14609",1.59122302550013e-73
"14610",2.63259959360592e-44
"14611",7.69983108870653e-21
"14612",7.00356537053064e-05
"14613",8.43944089063516e-14
"14614",1.46343272116178e-23
"14615",1
"14616",1
"14617",1
"14618",1
"14619",0
"14620",0
"14621",0
"14622",0
"14623",0
"14624",0
"14625",0
"14626",0
"14627",0
"14628",0
"14629",0
"14630",0
"14631",0
"14632",0
"14633",0
"14634",0
"14635",0
"14636",0
"14637",0
"14638",0
"14639",0
"14640",0
"14641",0
"14642",1
"14643",1.98322776338959e-205
"14644",9.73704879121517e-172
"14645",0
"14646",1.61498048191418e-85
"14647",3.75829927064843e-09
"14648",1.0043654226688e-10
"14649",0
"14650",4.75272104737739e-105
"14651",7.76317899216925e-24
"14652",4.51816137840627e-17
"14653",8.5556424751128e-93
"14654",4.05983084723232e-114
"14655",4.20890538457491e-142
"14656",0.0337086969495504
"14657",1
"14658",1
"14659",0
"14660",0
"14661",0
"14662",0
"14663",0
"14664",0
"14665",0
"14666",0
"14667",0
"14668",0
"14669",0
"14670",0
"14671",0
"14672",0
"14673",0
"14674",0
"14675",0
"14676",0
"14677",0
"14678",0
"14679",0
"14680",0
"14681",2.51734445213863e-240
"14682",6.51071187072092e-298
"14683",1.03688683240982e-38
"14684",2.39959690395396e-56
"14685",1.56003802085334e-61
"14686",1.84671162668938e-217
"14687",1.27837460175263e-57
"14688",2.79745563249665e-42
"14689",0
"14690",0
"14691",0
"14692",1.73299915271316e-154
"14693",0.154452688060156
"14694",8.25659972199003e-26
"14695",2.97208410092963e-128
"14696",1
"14697",1
"14698",1
"14699",0
"14700",0
"14701",0
"14702",0
"14703",0
"14704",0
"14705",0
"14706",0
"14707",1
"14708",1
"14709",1
"14710",0
"14711",0
"14712",0
"14713",0
"14714",0
"14715",0
"14716",0
"14717",0
"14718",0
"14719",0
"14720",0
"14721",0
"14722",0
"14723",0
"14724",0
"14725",5.20013442397279e-243
"14726",0
"14727",0
"14728",0
"14729",0
"14730",0
"14731",0
"14732",0
"14733",0
"14734",7.08307349465366e-140
"14735",2.00734131474721e-71
"14736",0
"14737",0
"14738",3.12406208728758e-15
"14739",0.0534154841740172
"14740",7.19414493684561e-292
"14741",0
"14742",1.56405158741156e-49
"14743",1
"14744",8.13924502651106e-163
"14745",1
"14746",1.21353963616643e-39
"14747",1.40416126227218e-217
"14748",0
"14749",4.08180629939399e-236
"14750",0.000296385391417898
"14751",4.32158911409458e-06
"14752",1.94437704591442e-10
"14753",0.000332706596737717
"14754",4.0775324213345e-06
"14755",2.96302169124302e-10
"14756",1.76110548444413e-240
"14757",0
"14758",2.66462867279038e-213
"14759",3.75883607597607e-193
"14760",0
"14761",5.88681749300488e-252
"14762",1.11143631349357e-44
"14763",1.1123673222414e-218
"14764",1.53323914519094e-136
"14765",3.93313312063678e-171
"14766",0.000375078353119549
"14767",3.82187938201622e-06
"14768",1.62753910661787e-09
"14769",1.77447783619165e-101
"14770",2.72758072106805e-70
"14771",1
"14772",0.0201064770607936
"14773",3.38440940320909e-36
"14774",1.59049683485019e-101
"14775",9.76256296740425e-193
"14776",3.4929011372315e-127
"14777",9.7947707812541e-67
"14778",1.06200996864175e-20
"14779",1
"14780",1.24336132290163e-64
"14781",2.15187151805586e-36
"14782",1.15063379689173e-14
"14783",0.327833498519723
"14784",6.1393921860709e-14
"14785",7.45325085476178e-23
"14786",1
"14787",1
"14788",1
"14789",1
"14790",0
"14791",0
"14792",0
"14793",0
"14794",0
"14795",0
"14796",0
"14797",0
"14798",0
"14799",0
"14800",0
"14801",0
"14802",0
"14803",0
"14804",0
"14805",0
"14806",0
"14807",0
"14808",0
"14809",0
"14810",0
"14811",0
"14812",0
"14813",1
"14814",1.41371014332206e-179
"14815",6.29864839304895e-174
"14816",0
"14817",3.69278475103512e-89
"14818",4.06217078405859e-06
"14819",2.14291827638649e-07
"14820",0
"14821",1.0059797000142e-97
"14822",1.67537817833178e-21
"14823",1.23523667522762e-23
"14824",2.3608927039232e-87
"14825",2.43191222936479e-75
"14826",2.14462684846608e-110
"14827",0.898250642440849
"14828",1
"14829",1
"14830",0
"14831",0
"14832",0
"14833",0
"14834",0
"14835",0
"14836",0
"14837",0
"14838",0
"14839",0
"14840",0
"14841",0
"14842",0
"14843",0
"14844",0
"14845",0
"14846",0
"14847",0
"14848",0
"14849",0
"14850",0
"14851",0
"14852",1.27023345326233e-272
"14853",0
"14854",1.19179236521532e-65
"14855",6.15567052495798e-46
"14856",4.50812814952254e-65
"14857",7.92205620227869e-229
"14858",4.32652385521628e-62
"14859",5.07734529784461e-43
"14860",0
"14861",0
"14862",0
"14863",2.61470061803937e-152
"14864",1
"14865",6.97005932879318e-21
"14866",8.67908524615471e-156
"14867",1
"14868",1
"14869",1
"14870",0
"14871",0
"14872",0
"14873",0
"14874",0
"14875",0
"14876",0
"14877",0
"14878",0
"14879",1
"14880",1
"14881",1
"14882",0
"14883",0
"14884",0
"14885",0
"14886",0
"14887",0
"14888",0
"14889",0
"14890",0
"14891",0
"14892",0
"14893",0
"14894",0
"14895",0
"14896",0
"14897",0
"14898",0
"14899",0
"14900",0
"14901",0
"14902",0
"14903",0
"14904",0
"14905",0
"14906",1.25893974402378e-89
"14907",7.51688466524584e-30
"14908",3.55219175620038e-240
"14909",4.74269253485362e-275
"14910",5.56587050680874e-10
"14911",0.167498296598191
"14912",2.57898395771971e-195
"14913",1.08280101136378e-303
"14914",3.15737750372692e-32
"14915",1
"14916",4.17762083971507e-144
"14917",5.42416016693162e-19
"14918",9.19959678126264e-51
"14919",2.06522692037912e-161
"14920",3.57186791120085e-268
"14921",2.56353612089336e-268
"14922",1
"14923",1
"14924",7.75704862181343e-05
"14925",1
"14926",1
"14927",8.99764368924025e-05
"14928",3.96148852164316e-175
"14929",7.78033557173798e-251
"14930",9.60192909558926e-250
"14931",5.3937632330434e-147
"14932",1.24026122976132e-278
"14933",7.41121548128449e-283
"14934",3.35231580775929e-16
"14935",4.83522504476924e-155
"14936",7.87182639563664e-115
"14937",6.17932776739039e-107
"14938",1
"14939",1
"14940",0.000172807147982885
"14941",1.67174842576442e-102
"14942",4.76682138645206e-59
"14943",1.53605957733321e-22
"14944",1
"14945",9.34389678053179e-09
"14946",2.6794454517488e-46
"14947",3.78901762584962e-106
"14948",3.99489009226584e-113
"14949",2.11126263454546e-65
"14950",5.02169284183269e-26
"14951",0.0662410910960057
"14952",2.08835855347405e-100
"14953",4.01041298621727e-62
"14954",6.34116827245605e-31
"14955",4.00283217901682e-09
"14956",5.65115506008e-13
"14957",5.20022289591761e-26
"14958",1
"14959",1
"14960",1
"14961",1
"14962",0
"14963",0
"14964",0
"14965",0
"14966",0
"14967",0
"14968",0
"14969",0
"14970",0
"14971",0
"14972",0
"14973",0
"14974",0
"14975",0
"14976",0
"14977",0
"14978",0
"14979",0
"14980",0
"14981",0
"14982",0
"14983",0
"14984",0
"14985",1
"14986",1.12782412026917e-92
"14987",7.28779022512255e-128
"14988",3.8888385688558e-308
"14989",1.26952870600254e-61
"14990",1
"14991",3.63054122544315e-10
"14992",8.30608853792742e-270
"14993",2.97457443499093e-100
"14994",9.91005633141291e-11
"14995",5.40541388293402e-06
"14996",4.65674648448399e-123
"14997",4.03126743744733e-264
"14998",1.88070263971844e-169
"14999",0.209111395681396
"15000",1
"15001",1
"15002",0
"15003",0
"15004",0
"15005",0
"15006",0
"15007",0
"15008",0
"15009",0
"15010",0
"15011",0
"15012",0
"15013",0
"15014",0
"15015",0
"15016",0
"15017",0
"15018",0
"15019",0
"15020",0
"15021",5.71091044112245e-292
"15022",0
"15023",0
"15024",1.19834353124952e-128
"15025",1.24199244831102e-181
"15026",3.19805010222427e-29
"15027",2.4403063304641e-21
"15028",6.39094813708269e-21
"15029",5.74036744851923e-186
"15030",2.51775901643578e-34
"15031",9.71039246237034e-18
"15032",6.49166952821604e-283
"15033",0
"15034",7.03157938889523e-308
"15035",6.50646530461677e-140
"15036",3.27872088040087e-06
"15037",7.94986818142897e-19
"15038",2.95631986326326e-102
"15039",0.155338785939151
"15040",1
"15041",1
"15042",0
"15043",0
"15044",0
"15045",0
"15046",0
"15047",0
"15048",0
"15049",0
"15050",0
"15051",0
"15052",1
"15053",1
"15054",1
"15055",0
"15056",0
"15057",0
"15058",0
"15059",0
"15060",0
"15061",0
"15062",0
"15063",0
"15064",0
"15065",0
"15066",0
"15067",0
"15068",0
"15069",0
"15070",1.53407022133311e-253
"15071",0
"15072",0
"15073",0
"15074",0
"15075",0
"15076",0
"15077",0
"15078",0
"15079",5.21774610701182e-124
"15080",1.53656395559006e-78
"15081",0
"15082",0
"15083",3.07904219053314e-14
"15084",1
"15085",2.59592343925231e-245
"15086",0
"15087",5.43812384972226e-51
"15088",0.00047000541251656
"15089",9.9780826236307e-197
"15090",0.220391763136414
"15091",1.70441505920669e-50
"15092",3.11552397449757e-211
"15093",0
"15094",1.3288049173214e-262
"15095",1
"15096",0.111479365777253
"15097",0.00607898064176879
"15098",1
"15099",0.0957951279939121
"15100",0.00776795866631014
"15101",1.2185733240861e-226
"15102",0
"15103",1.12142315476355e-245
"15104",3.55300015050687e-194
"15105",0
"15106",1.67632248004788e-274
"15107",4.17349249138537e-39
"15108",7.76984935864962e-207
"15109",9.03673038784682e-140
"15110",1.11098205137222e-151
"15111",1
"15112",0.0483774191813873
"15113",0.0244825479454343
"15114",1.59239292943966e-93
"15115",2.1628411317179e-75
"15116",0.0154302152412729
"15117",0.0101652550703564
"15118",7.60340167157445e-36
"15119",3.34092729882294e-99
"15120",1.9747606055884e-187
"15121",1.38566269014337e-106
"15122",4.57477032990216e-53
"15123",1.01010886597103e-13
"15124",1
"15125",7.11331539467641e-74
"15126",1.3075433814896e-44
"15127",4.99168346915404e-21
"15128",6.0883625635335e-05
"15129",1.45628143798081e-16
"15130",2.19368523659583e-27
"15131",1
"15132",1
"15133",1
"15134",1
"15135",0
"15136",0
"15137",0
"15138",0
"15139",0
"15140",0
"15141",0
"15142",0
"15143",0
"15144",0
"15145",0
"15146",0
"15147",0
"15148",0
"15149",0
"15150",0
"15151",0
"15152",0
"15153",0
"15154",0
"15155",0
"15156",0
"15157",0
"15158",1
"15159",5.3999155540879e-183
"15160",4.12217944275349e-136
"15161",0
"15162",4.34210142528607e-72
